item_id,rater_uid,feedback,gmt_create,cleaned_text,tokens,filtered_tokens,sentiment_score,sentiment_label
i298,u1723,很 好看 ， 质量 不错 ， 很 喜欢 。 ,2014-09-02 11:26:26,很 好看  质量 不错  很 喜欢  ,"['很', ' ', '好看', ' ', ' ', '质量', ' ', '不错', ' ', ' ', '很', ' ', '喜欢', ' ', ' ']","[' ', '好看', ' ', ' ', '质量', ' ', '不错', ' ', ' ', ' ', '喜欢', ' ', ' ']",2,Positive
i298,u2565,首先 是 价钱 很 值得 ， 没有 线头 ， 料子 子 也 很 软 ， 上 身 效果 也好 ， 关键 是 我喜欢 的 颜色 ！ 喜欢 的 快 下手 吧 ！ ,2014-09-01 10:04:59,首先 是 价钱 很 值得  没有 线头  料子 子 也 很 软  上 身 效果 也好  关键 是 我喜欢 的 颜色  喜欢 的 快 下手 吧  ,"['首先', ' ', '是', ' ', '价钱', ' ', '很', ' ', '值得', ' ', ' ', '没有', ' ', '线头', ' ', ' ', '料子', ' ', '子', ' ', '也', ' ', '很', ' ', '软', ' ', ' ', '上', ' ', '身', ' ', '效果', ' ', '也好', ' ', ' ', '关键', ' ', '是', ' ', '我', '喜欢', ' ', '的', ' ', '颜色', ' ', ' ', '喜欢', ' ', '的', ' ', '快', ' ', '下手', ' ', '吧', ' ', ' ']","[' ', ' ', '价钱', ' ', ' ', '值得', ' ', ' ', '没有', ' ', '线头', ' ', ' ', '料子', ' ', '子', ' ', ' ', ' ', '软', ' ', ' ', ' ', '身', ' ', '效果', ' ', ' ', ' ', '关键', ' ', ' ', '喜欢', ' ', ' ', '颜色', ' ', ' ', '喜欢', ' ', ' ', '快', ' ', '下手', ' ', ' ', ' ']",2,Positive
i298,u497,五分 ， 衣服 漂亮 ， 我 已经 穿 上 了 ！ 这 是 给 朋友 购买 的 ！ 在 街上 都 问 我 衣服 在 哪 买 的 ， 真 值 ， 太 满意 了 ， ,2014-09-01 16:51:19,五分  衣服 漂亮  我 已经 穿 上 了  这 是 给 朋友 购买 的  在 街上 都 问 我 衣服 在 哪 买 的  真 值  太 满意 了  ,"['五分', ' ', ' ', '衣服', ' ', '漂亮', ' ', ' ', '我', ' ', '已经', ' ', '穿', ' ', '上', ' ', '了', ' ', ' ', '这', ' ', '是', ' ', '给', ' ', '朋友', ' ', '购买', ' ', '的', ' ', ' ', '在', ' ', '街上', ' ', '都', ' ', '问', ' ', '我', ' ', '衣服', ' ', '在', ' ', '哪', ' ', '买', ' ', '的', ' ', ' ', '真', ' ', '值', ' ', ' ', '太', ' ', '满意', ' ', '了', ' ', ' ']","['五分', ' ', ' ', '衣服', ' ', '漂亮', ' ', ' ', ' ', '已经', ' ', '穿', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '朋友', ' ', '购买', ' ', ' ', ' ', ' ', '街上', ' ', ' ', '问', ' ', ' ', '衣服', ' ', ' ', ' ', '买', ' ', ' ', ' ', '真', ' ', '值', ' ', ' ', '太', ' ', '满意', ' ', ' ', ' ']",1,Positive
i298,u2217,颜色 有点 深   衣服 挺好 的 ,2014-09-09 18:49:13,颜色 有点 深   衣服 挺好 的 ,"['颜色', ' ', '有点', ' ', '深', ' ', ' ', ' ', '衣服', ' ', '挺', '好', ' ', '的', ' ']","['颜色', ' ', '有点', ' ', '深', ' ', ' ', ' ', '衣服', ' ', '挺', ' ', ' ']",0,Neutral
i299,u388,手感 很 好 ， 裙子 质量 很 好 但是 腰 会 松 也 ， 亲 ,2014-09-11 20:26:11,手感 很 好  裙子 质量 很 好 但是 腰 会 松 也  亲 ,"['手感', ' ', '很', ' ', '好', ' ', ' ', '裙子', ' ', '质量', ' ', '很', ' ', '好', ' ', '但是', ' ', '腰', ' ', '会', ' ', '松', ' ', '也', ' ', ' ', '亲', ' ']","['手感', ' ', ' ', ' ', ' ', '裙子', ' ', '质量', ' ', ' ', ' ', ' ', '腰', ' ', '会', ' ', '松', ' ', ' ', ' ', '亲', ' ']",0,Neutral
i299,u2379,衣服 蛮 好 的 质量 也 不错 。 物流 也 快 的 。 老婆 说穿 上 蛮 好看 . 32 个 赞 喔 ,2014-09-16 12:17:12,衣服 蛮 好 的 质量 也 不错  物流 也 快 的  老婆 说穿 上 蛮 好看   个 赞 喔 ,"['衣服', ' ', '蛮', ' ', '好', ' ', '的', ' ', '质量', ' ', '也', ' ', '不错', ' ', ' ', '物流', ' ', '也', ' ', '快', ' ', '的', ' ', ' ', '老婆', ' ', '说穿', ' ', '上', ' ', '蛮', ' ', '好看', ' ', ' ', ' ', '个', ' ', '赞', ' ', '喔', ' ']","['衣服', ' ', '蛮', ' ', ' ', ' ', '质量', ' ', ' ', '不错', ' ', ' ', '物流', ' ', ' ', '快', ' ', ' ', ' ', '老婆', ' ', '说穿', ' ', ' ', '蛮', ' ', '好看', ' ', ' ', ' ', ' ', '赞', ' ', '喔', ' ']",1,Positive
i299,u1102,宝贝 跟 我 在 店里 看 一模一样 价格 太 适中 了 物超所值 大爱 ,2014-09-16 16:53:54,宝贝 跟 我 在 店里 看 一模一样 价格 太 适中 了 物超所值 大爱 ,"['宝贝', ' ', '跟', ' ', '我', ' ', '在', ' ', '店里', ' ', '看', ' ', '一模一样', ' ', '价格', ' ', '太', ' ', '适中', ' ', '了', ' ', '物超所值', ' ', '大爱', ' ']","['宝贝', ' ', ' ', ' ', ' ', '店里', ' ', ' ', '一模一样', ' ', '价格', ' ', '太', ' ', '适中', ' ', ' ', '物超所值', ' ', '大爱', ' ']",0,Neutral
i3,u516,皮衣 很 漂亮   爸爸 很 喜欢   穿 上 也 正 合适   软 软 的 很 舒服   卖家 服务 态度 也 非常 好 ,2014-09-13 16:55:21,皮衣 很 漂亮   爸爸 很 喜欢   穿 上 也 正 合适   软 软 的 很 舒服   卖家 服务 态度 也 非常 好 ,"['皮衣', ' ', '很', ' ', '漂亮', ' ', ' ', ' ', '爸爸', ' ', '很', ' ', '喜欢', ' ', ' ', ' ', '穿', ' ', '上', ' ', '也', ' ', '正', ' ', '合适', ' ', ' ', ' ', '软', ' ', '软', ' ', '的', ' ', '很', ' ', '舒服', ' ', ' ', ' ', '卖家', ' ', '服务', ' ', '态度', ' ', '也', ' ', '非常', ' ', '好', ' ']","['皮衣', ' ', ' ', '漂亮', ' ', ' ', ' ', '爸爸', ' ', ' ', '喜欢', ' ', ' ', ' ', '穿', ' ', ' ', ' ', '正', ' ', '合适', ' ', ' ', ' ', '软', ' ', '软', ' ', ' ', ' ', '舒服', ' ', ' ', ' ', '卖家', ' ', '服务', ' ', '态度', ' ', ' ', '非常', ' ', ' ']",1,Positive
i3,u1201,第一次 收到 货 ， 大 了 一 码 ， 然后 我 咨询 客服 ， 她 说 可以 换 ， 然后 我 给 她 寄 回去 了 ， 今天 终于 收到 货 了 ， 来回 折腾 了 快 一个 星期 ， 穿 起来 很 修身 ， 送 的 皮手套 很 喜欢 ， ， 总之 还 不错 ,2014-09-23 11:38:19,第一次 收到 货  大 了 一 码  然后 我 咨询 客服  她 说 可以 换  然后 我 给 她 寄 回去 了  今天 终于 收到 货 了  来回 折腾 了 快 一个 星期  穿 起来 很 修身  送 的 皮手套 很 喜欢   总之 还 不错 ,"['第一次', ' ', '收到', ' ', '货', ' ', ' ', '大', ' ', '了', ' ', '一', ' ', '码', ' ', ' ', '然后', ' ', '我', ' ', '咨询', ' ', '客服', ' ', ' ', '她', ' ', '说', ' ', '可以', ' ', '换', ' ', ' ', '然后', ' ', '我', ' ', '给', ' ', '她', ' ', '寄', ' ', '回去', ' ', '了', ' ', ' ', '今天', ' ', '终于', ' ', '收到', ' ', '货', ' ', '了', ' ', ' ', '来回', ' ', '折腾', ' ', '了', ' ', '快', ' ', '一个', ' ', '星期', ' ', ' ', '穿', ' ', '起来', ' ', '很', ' ', '修身', ' ', ' ', '送', ' ', '的', ' ', '皮手套', ' ', '很', ' ', '喜欢', ' ', ' ', ' ', '总之', ' ', '还', ' ', '不错', ' ']","['第一次', ' ', '收到', ' ', '货', ' ', ' ', ' ', ' ', ' ', '码', ' ', ' ', ' ', ' ', '咨询', ' ', '客服', ' ', ' ', ' ', '说', ' ', ' ', '换', ' ', ' ', ' ', ' ', ' ', ' ', '寄', ' ', '回去', ' ', ' ', ' ', '今天', ' ', '终于', ' ', '收到', ' ', '货', ' ', ' ', ' ', '来回', ' ', '折腾', ' ', ' ', '快', ' ', '一个', ' ', '星期', ' ', ' ', '穿', ' ', '起来', ' ', ' ', '修身', ' ', ' ', '送', ' ', ' ', '皮手套', ' ', ' ', '喜欢', ' ', ' ', ' ', ' ', ' ', '不错', ' ']",2,Positive
i300,u147,东 东 很 喜欢 ， 穿 在 身上 很 有型 ， 物 有 所 值 ， 给 5 分 ,2014-09-28 10:32:51,东 东 很 喜欢  穿 在 身上 很 有型  物 有 所 值  给  分 ,"['东', ' ', '东', ' ', '很', ' ', '喜欢', ' ', ' ', '穿', ' ', '在', ' ', '身上', ' ', '很', ' ', '有型', ' ', ' ', '物', ' ', '有', ' ', '所', ' ', '值', ' ', ' ', '给', ' ', ' ', '分', ' ']","['东', ' ', '东', ' ', ' ', '喜欢', ' ', ' ', '穿', ' ', ' ', '身上', ' ', ' ', '有型', ' ', ' ', '物', ' ', ' ', ' ', '值', ' ', ' ', ' ', ' ', '分', ' ']",1,Positive
i300,u2111,物超所值 ， 很 满意 的 一次 网购 ， 大 赞 ！ ,2014-09-10 08:30:38,物超所值  很 满意 的 一次 网购  大 赞  ,"['物超所值', ' ', ' ', '很', ' ', '满意', ' ', '的', ' ', '一次', ' ', '网购', ' ', ' ', '大', ' ', '赞', ' ', ' ']","['物超所值', ' ', ' ', ' ', '满意', ' ', ' ', '一次', ' ', '网购', ' ', ' ', ' ', '赞', ' ', ' ']",1,Positive
i300,u558,太 满意 了 ， 特别 是 裤脚 包裹 得 很 好 ， 下次 一定 还 来 ， 下次 追加 照片 。 ,2014-09-07 21:23:53,太 满意 了  特别 是 裤脚 包裹 得 很 好  下次 一定 还 来  下次 追加 照片  ,"['太', ' ', '满意', ' ', '了', ' ', ' ', '特别', ' ', '是', ' ', '裤脚', ' ', '包裹', ' ', '得', ' ', '很', ' ', '好', ' ', ' ', '下次', ' ', '一定', ' ', '还', ' ', '来', ' ', ' ', '下次', ' ', '追加', ' ', '照片', ' ', ' ']","['太', ' ', '满意', ' ', ' ', ' ', '特别', ' ', ' ', '裤脚', ' ', '包裹', ' ', ' ', ' ', ' ', ' ', '下次', ' ', '一定', ' ', ' ', ' ', ' ', '下次', ' ', '追加', ' ', '照片', ' ', ' ']",1,Positive
i300,u2054,穿 上 很 显 瘦 ， 很 显 身材 ， 很 多 人 都 说 好 好看 ， 发货 速度 也 很快 ~ 很 满意 ,2014-09-28 00:15:02,穿 上 很 显 瘦  很 显 身材  很 多 人 都 说 好 好看  发货 速度 也 很快  很 满意 ,"['穿', ' ', '上', ' ', '很', ' ', '显', ' ', '瘦', ' ', ' ', '很', ' ', '显', ' ', '身材', ' ', ' ', '很', ' ', '多', ' ', '人', ' ', '都', ' ', '说', ' ', '好', ' ', '好看', ' ', ' ', '发货', ' ', '速度', ' ', '也', ' ', '很快', ' ', ' ', '很', ' ', '满意', ' ']","['穿', ' ', ' ', ' ', '显', ' ', '瘦', ' ', ' ', ' ', '显', ' ', '身材', ' ', ' ', ' ', ' ', ' ', ' ', '说', ' ', ' ', '好看', ' ', ' ', '发货', ' ', '速度', ' ', ' ', '很快', ' ', ' ', ' ', '满意', ' ']",1,Positive
i301,u1016,穿 上 舒服 ， 好看 发货 快 。 我 是 在 淘宝 特价 50 群 看到 每天 有 9.9 秒杀 19 包邮 群号 211321832 ,2014-09-05 10:33:59,穿 上 舒服  好看 发货 快  我 是 在 淘宝 特价  群 看到 每天 有  秒杀  包邮 群号  ,"['穿', ' ', '上', ' ', '舒服', ' ', ' ', '好看', ' ', '发货', ' ', '快', ' ', ' ', '我', ' ', '是', ' ', '在', ' ', '淘宝', ' ', '特价', ' ', ' ', '群', ' ', '看到', ' ', '每天', ' ', '有', ' ', ' ', '秒杀', ' ', ' ', '包邮', ' ', '群号', ' ', ' ']","['穿', ' ', ' ', '舒服', ' ', ' ', '好看', ' ', '发货', ' ', '快', ' ', ' ', ' ', ' ', ' ', '淘宝', ' ', '特价', ' ', ' ', '群', ' ', '看到', ' ', '每天', ' ', ' ', ' ', '秒杀', ' ', ' ', '包邮', ' ', '群号', ' ', ' ']",0,Neutral
i301,u1403,衣服 还 行 就是 有点 透明 了 ！ 还是 好评 吧 。 ,2014-09-27 19:31:19,衣服 还 行 就是 有点 透明 了  还是 好评 吧  ,"['衣服', ' ', '还', ' ', '行', ' ', '就是', ' ', '有点', ' ', '透明', ' ', '了', ' ', ' ', '还是', ' ', '好评', ' ', '吧', ' ', ' ']","['衣服', ' ', ' ', '行', ' ', ' ', '有点', ' ', '透明', ' ', ' ', ' ', ' ', '好评', ' ', ' ', ' ']",0,Neutral
i301,u1581,很 合身 很 喜欢 质量超好 的 ,2014-09-29 18:23:07,很 合身 很 喜欢 质量超好 的 ,"['很', ' ', '合身', ' ', '很', ' ', '喜欢', ' ', '质量', '超好', ' ', '的', ' ']","[' ', '合身', ' ', ' ', '喜欢', ' ', '质量', '超好', ' ', ' ']",1,Positive
i302,u39,质量 非常 好 ， 与 卖家 描述 的 完全 一致 ， 非常 满意 ， 卖家 的 服务 太 棒 了 ， 考虑 非常 周到 ， 完全 超出 期望值 。 ,2014-09-10 14:17:06,质量 非常 好  与 卖家 描述 的 完全 一致  非常 满意  卖家 的 服务 太 棒 了  考虑 非常 周到  完全 超出 期望值  ,"['质量', ' ', '非常', ' ', '好', ' ', ' ', '与', ' ', '卖家', ' ', '描述', ' ', '的', ' ', '完全', ' ', '一致', ' ', ' ', '非常', ' ', '满意', ' ', ' ', '卖家', ' ', '的', ' ', '服务', ' ', '太', ' ', '棒', ' ', '了', ' ', ' ', '考虑', ' ', '非常', ' ', '周到', ' ', ' ', '完全', ' ', '超出', ' ', '期望值', ' ', ' ']","['质量', ' ', '非常', ' ', ' ', ' ', ' ', '卖家', ' ', '描述', ' ', ' ', '完全', ' ', '一致', ' ', ' ', '非常', ' ', '满意', ' ', ' ', '卖家', ' ', ' ', '服务', ' ', '太', ' ', '棒', ' ', ' ', ' ', '考虑', ' ', '非常', ' ', '周到', ' ', ' ', '完全', ' ', '超出', ' ', '期望值', ' ', ' ']",2,Positive
i302,u320,还 没 穿 。 不知道 效果 。 ,2014-09-28 15:23:01,还 没 穿  不知道 效果  ,"['还', ' ', '没', ' ', '穿', ' ', ' ', '不', '知道', ' ', '效果', ' ', ' ']","[' ', '没', ' ', '穿', ' ', ' ', '知道', ' ', '效果', ' ', ' ']",0,Neutral
i302,u2581,第二 次 购买 了   依然 很 好 ,2014-09-23 10:45:48,第二 次 购买 了   依然 很 好 ,"['第二', ' ', '次', ' ', '购买', ' ', '了', ' ', ' ', ' ', '依然', ' ', '很', ' ', '好', ' ']","['第二', ' ', '次', ' ', '购买', ' ', ' ', ' ', ' ', '依然', ' ', ' ', ' ']",0,Neutral
i302,u1614,和 同事 的 相比 面料 薄 很 多 ， 款式 还 可以 ,2014-09-21 14:57:11,和 同事 的 相比 面料 薄 很 多  款式 还 可以 ,"['和', ' ', '同事', ' ', '的', ' ', '相比', ' ', '面料', ' ', '薄', ' ', '很', ' ', '多', ' ', ' ', '款式', ' ', '还', ' ', '可以', ' ']","[' ', '同事', ' ', ' ', '相比', ' ', '面料', ' ', '薄', ' ', ' ', ' ', ' ', '款式', ' ', ' ', ' ']",0,Neutral
i302,u1121,有点 味道 ！ 版型 可以 ！ 上 身 效果 都 说 不错 ,2014-09-15 20:00:39,有点 味道  版型 可以  上 身 效果 都 说 不错 ,"['有点', ' ', '味道', ' ', ' ', '版型', ' ', '可以', ' ', ' ', '上', ' ', '身', ' ', '效果', ' ', '都', ' ', '说', ' ', '不错', ' ']","['有点', ' ', '味道', ' ', ' ', '版型', ' ', ' ', ' ', ' ', '身', ' ', '效果', ' ', ' ', '说', ' ', '不错', ' ']",1,Positive
i302,u2569,穿着 挺 舒服 的 ， 和 图片 差 不 多 ， 就是 有些 细节 还 需 注意 些 ， 还有 这 个 布料 容易 粘 灰 ,2014-09-10 19:31:20,穿着 挺 舒服 的  和 图片 差 不 多  就是 有些 细节 还 需 注意 些  还有 这 个 布料 容易 粘 灰 ,"['穿着', ' ', '挺', ' ', '舒服', ' ', '的', ' ', ' ', '和', ' ', '图片', ' ', '差', ' ', '不', ' ', '多', ' ', ' ', '就是', ' ', '有些', ' ', '细节', ' ', '还', ' ', '需', ' ', '注意', ' ', '些', ' ', ' ', '还有', ' ', '这', ' ', '个', ' ', '布料', ' ', '容易', ' ', '粘', ' ', '灰', ' ']","['穿着', ' ', '挺', ' ', '舒服', ' ', ' ', ' ', ' ', '图片', ' ', '差', ' ', ' ', ' ', ' ', ' ', ' ', '细节', ' ', ' ', '需', ' ', '注意', ' ', ' ', ' ', ' ', ' ', ' ', '布料', ' ', '容易', ' ', '粘', ' ', '灰', ' ']",-1,Negative
i302,u1918,面料 很 好 ， 妈妈 收到 很 开心 。 ， 绝对 实惠 这 个 价格 ,2014-09-21 22:36:56,面料 很 好  妈妈 收到 很 开心   绝对 实惠 这 个 价格 ,"['面料', ' ', '很', ' ', '好', ' ', ' ', '妈妈', ' ', '收到', ' ', '很', ' ', '开心', ' ', ' ', ' ', '绝对', ' ', '实惠', ' ', '这', ' ', '个', ' ', '价格', ' ']","['面料', ' ', ' ', ' ', ' ', '妈妈', ' ', '收到', ' ', ' ', '开心', ' ', ' ', ' ', '绝对', ' ', '实惠', ' ', ' ', ' ', '价格', ' ']",1,Positive
i302,u1391,收到 宝贝 了 ， 还是 一如既往 的 好 ， 之前 买 过 一个 短裤 又 入手 一 条 长 的 很 好 ,2014-09-08 19:18:43,收到 宝贝 了  还是 一如既往 的 好  之前 买 过 一个 短裤 又 入手 一 条 长 的 很 好 ,"['收到', ' ', '宝贝', ' ', '了', ' ', ' ', '还是', ' ', '一如既往', ' ', '的', ' ', '好', ' ', ' ', '之前', ' ', '买', ' ', '过', ' ', '一个', ' ', '短裤', ' ', '又', ' ', '入手', ' ', '一', ' ', '条', ' ', '长', ' ', '的', ' ', '很', ' ', '好', ' ']","['收到', ' ', '宝贝', ' ', ' ', ' ', ' ', '一如既往', ' ', ' ', ' ', ' ', '之前', ' ', '买', ' ', ' ', '一个', ' ', '短裤', ' ', ' ', '入手', ' ', ' ', '条', ' ', '长', ' ', ' ', ' ', ' ']",0,Neutral
i302,u847,质量 和 款式 都 好 ， 喜欢 ！ ,2014-09-16 16:25:52,质量 和 款式 都 好  喜欢  ,"['质量', ' ', '和', ' ', '款式', ' ', '都', ' ', '好', ' ', ' ', '喜欢', ' ', ' ']","['质量', ' ', ' ', '款式', ' ', ' ', ' ', ' ', '喜欢', ' ', ' ']",1,Positive
i302,u1502,裤子 大爱 啊   质量 很 好 ， 还 很 厚 ， 值 哦 ,2014-09-15 14:05:38,裤子 大爱 啊   质量 很 好  还 很 厚  值 哦 ,"['裤子', ' ', '大爱', ' ', '啊', ' ', ' ', ' ', '质量', ' ', '很', ' ', '好', ' ', ' ', '还', ' ', '很', ' ', '厚', ' ', ' ', '值', ' ', '哦', ' ']","['裤子', ' ', '大爱', ' ', ' ', ' ', ' ', '质量', ' ', ' ', ' ', ' ', ' ', ' ', '厚', ' ', ' ', '值', ' ', ' ']",0,Neutral
i302,u1404,料子 很 舒服 ， 但是 跟 图片 的 感觉 不 太 一样 ， 感觉 图片 是 全棉 布面 ， 实物 是 滑溜溜 的 ， 也 很 舒服 啦 ！ ,2014-09-12 23:42:55,料子 很 舒服  但是 跟 图片 的 感觉 不 太 一样  感觉 图片 是 全棉 布面  实物 是 滑溜溜 的  也 很 舒服 啦  ,"['料子', ' ', '很', ' ', '舒服', ' ', ' ', '但是', ' ', '跟', ' ', '图片', ' ', '的', ' ', '感觉', ' ', '不', ' ', '太', ' ', '一样', ' ', ' ', '感觉', ' ', '图片', ' ', '是', ' ', '全棉', ' ', '布面', ' ', ' ', '实物', ' ', '是', ' ', '滑溜溜', ' ', '的', ' ', ' ', '也', ' ', '很', ' ', '舒服', ' ', '啦', ' ', ' ']","['料子', ' ', ' ', '舒服', ' ', ' ', ' ', ' ', '图片', ' ', ' ', '感觉', ' ', ' ', '太', ' ', ' ', ' ', '感觉', ' ', '图片', ' ', ' ', '全棉', ' ', '布面', ' ', ' ', '实物', ' ', ' ', '滑溜溜', ' ', ' ', ' ', ' ', ' ', '舒服', ' ', ' ', ' ']",0,Neutral
i302,u2517,裤子 很 不错 ！ 很 有型 ！ 高腰 毛边 、 很 显 瘦 ！ 快 来 买 亲 ！ ,2014-09-04 22:59:07,裤子 很 不错  很 有型  高腰 毛边  很 显 瘦  快 来 买 亲  ,"['裤子', ' ', '很', ' ', '不错', ' ', ' ', '很', ' ', '有型', ' ', ' ', '高腰', ' ', '毛边', ' ', ' ', '很', ' ', '显', ' ', '瘦', ' ', ' ', '快', ' ', '来', ' ', '买', ' ', '亲', ' ', ' ']","['裤子', ' ', ' ', '不错', ' ', ' ', ' ', '有型', ' ', ' ', '高腰', ' ', '毛边', ' ', ' ', ' ', '显', ' ', '瘦', ' ', ' ', '快', ' ', ' ', '买', ' ', '亲', ' ', ' ']",1,Positive
i302,u280,质量 真 的 是 非常 的 好 ！ 我 妹妹 特别 的 喜欢 ！ 很 舒服 ！ ,2014-09-21 09:45:24,质量 真 的 是 非常 的 好  我 妹妹 特别 的 喜欢  很 舒服  ,"['质量', ' ', '真', ' ', '的', ' ', '是', ' ', '非常', ' ', '的', ' ', '好', ' ', ' ', '我', ' ', '妹妹', ' ', '特别', ' ', '的', ' ', '喜欢', ' ', ' ', '很', ' ', '舒服', ' ', ' ']","['质量', ' ', '真', ' ', ' ', ' ', '非常', ' ', ' ', ' ', ' ', ' ', '妹妹', ' ', '特别', ' ', ' ', '喜欢', ' ', ' ', ' ', '舒服', ' ', ' ']",1,Positive
i302,u2441,裤子 挺好 的 ， 就是 有点 薄 ， 听 了 卖家 的 建议 尺码 刚好 ， 谢谢 ， 还 没 洗   不知道 褪 不 褪色   。 。 。 先 好评 全 5 分 ！ ,2014-09-18 14:46:43,裤子 挺好 的  就是 有点 薄  听 了 卖家 的 建议 尺码 刚好  谢谢  还 没 洗   不知道 褪 不 褪色      先 好评 全  分  ,"['裤子', ' ', '挺', '好', ' ', '的', ' ', ' ', '就是', ' ', '有点', ' ', '薄', ' ', ' ', '听', ' ', '了', ' ', '卖家', ' ', '的', ' ', '建议', ' ', '尺码', ' ', '刚好', ' ', ' ', '谢谢', ' ', ' ', '还', ' ', '没', ' ', '洗', ' ', ' ', ' ', '不', '知道', ' ', '褪', ' ', '不', ' ', '褪色', ' ', ' ', ' ', ' ', ' ', ' ', '先', ' ', '好评', ' ', '全', ' ', ' ', '分', ' ', ' ']","['裤子', ' ', '挺', ' ', ' ', ' ', ' ', '有点', ' ', '薄', ' ', ' ', '听', ' ', ' ', '卖家', ' ', ' ', '建议', ' ', '尺码', ' ', '刚好', ' ', ' ', '谢谢', ' ', ' ', ' ', '没', ' ', '洗', ' ', ' ', ' ', '知道', ' ', '褪', ' ', ' ', '褪色', ' ', ' ', ' ', ' ', ' ', ' ', '先', ' ', '好评', ' ', '全', ' ', ' ', '分', ' ', ' ']",0,Neutral
i302,u61,很 好 裤子 颜色 很 正 。 没有 色差 、 穿 得 很 舒服 我 前 几 天 买 了 一 条 这 回 又 买 了 一 条 谢谢 店家 很 好 全 5 分 ,2014-09-15 18:49:02,很 好 裤子 颜色 很 正  没有 色差  穿 得 很 舒服 我 前 几 天 买 了 一 条 这 回 又 买 了 一 条 谢谢 店家 很 好 全  分 ,"['很', ' ', '好', ' ', '裤子', ' ', '颜色', ' ', '很', ' ', '正', ' ', ' ', '没有', ' ', '色差', ' ', ' ', '穿', ' ', '得', ' ', '很', ' ', '舒服', ' ', '我', ' ', '前', ' ', '几', ' ', '天', ' ', '买', ' ', '了', ' ', '一', ' ', '条', ' ', '这', ' ', '回', ' ', '又', ' ', '买', ' ', '了', ' ', '一', ' ', '条', ' ', '谢谢', ' ', '店家', ' ', '很', ' ', '好', ' ', '全', ' ', ' ', '分', ' ']","[' ', ' ', '裤子', ' ', '颜色', ' ', ' ', '正', ' ', ' ', '没有', ' ', '色差', ' ', ' ', '穿', ' ', ' ', ' ', '舒服', ' ', ' ', '前', ' ', ' ', '天', ' ', '买', ' ', ' ', ' ', '条', ' ', ' ', '回', ' ', ' ', '买', ' ', ' ', ' ', '条', ' ', '谢谢', ' ', '店家', ' ', ' ', ' ', '全', ' ', ' ', '分', ' ']",0,Neutral
i302,u2169,裤子 收到 真 的 不错 一直 犹豫 ， 怕 买 来 大小 不 合适 ， 拍 了 大 一号 松 松 夸 夸 的 很 喜欢 ， 没 失望 的 一次 购物 ,2014-09-23 09:32:24,裤子 收到 真 的 不错 一直 犹豫  怕 买 来 大小 不 合适  拍 了 大 一号 松 松 夸 夸 的 很 喜欢  没 失望 的 一次 购物 ,"['裤子', ' ', '收到', ' ', '真', ' ', '的', ' ', '不错', ' ', '一直', ' ', '犹豫', ' ', ' ', '怕', ' ', '买', ' ', '来', ' ', '大小', ' ', '不', ' ', '合适', ' ', ' ', '拍', ' ', '了', ' ', '大', ' ', '一号', ' ', '松', ' ', '松', ' ', '夸', ' ', '夸', ' ', '的', ' ', '很', ' ', '喜欢', ' ', ' ', '没', ' ', '失望', ' ', '的', ' ', '一次', ' ', '购物', ' ']","['裤子', ' ', '收到', ' ', '真', ' ', ' ', '不错', ' ', '一直', ' ', '犹豫', ' ', ' ', '怕', ' ', '买', ' ', ' ', '大小', ' ', ' ', '合适', ' ', ' ', '拍', ' ', ' ', ' ', '一号', ' ', '松', ' ', '松', ' ', '夸', ' ', '夸', ' ', ' ', ' ', '喜欢', ' ', ' ', '没', ' ', '失望', ' ', ' ', '一次', ' ', '购物', ' ']",1,Positive
i302,u2350,版型 很 好 ， 特别 显 小腿 瘦 。 谢谢 ， 以后 还 会 再 来 ,2014-09-07 10:00:48,版型 很 好  特别 显 小腿 瘦  谢谢  以后 还 会 再 来 ,"['版型', ' ', '很', ' ', '好', ' ', ' ', '特别', ' ', '显', ' ', '小腿', ' ', '瘦', ' ', ' ', '谢谢', ' ', ' ', '以后', ' ', '还', ' ', '会', ' ', '再', ' ', '来', ' ']","['版型', ' ', ' ', ' ', ' ', '特别', ' ', '显', ' ', '小腿', ' ', '瘦', ' ', ' ', '谢谢', ' ', ' ', '以后', ' ', ' ', '会', ' ', ' ', ' ']",0,Neutral
i302,u2404,质量 不错 ， 尺码 也 合适 ， 很 满意 ,2014-09-14 20:28:36,质量 不错  尺码 也 合适  很 满意 ,"['质量', ' ', '不错', ' ', ' ', '尺码', ' ', '也', ' ', '合适', ' ', ' ', '很', ' ', '满意', ' ']","['质量', ' ', '不错', ' ', ' ', '尺码', ' ', ' ', '合适', ' ', ' ', ' ', '满意', ' ']",2,Positive
i303,u1854,非常 好看 ， 又 合身 ， 给 老婆 买 的 ， 老婆 很 喜欢 ， 下次 再 来 ,2014-09-26 16:42:47,非常 好看  又 合身  给 老婆 买 的  老婆 很 喜欢  下次 再 来 ,"['非常', ' ', '好看', ' ', ' ', '又', ' ', '合身', ' ', ' ', '给', ' ', '老婆', ' ', '买', ' ', '的', ' ', ' ', '老婆', ' ', '很', ' ', '喜欢', ' ', ' ', '下次', ' ', '再', ' ', '来', ' ']","['非常', ' ', '好看', ' ', ' ', ' ', '合身', ' ', ' ', ' ', '老婆', ' ', '买', ' ', ' ', ' ', '老婆', ' ', ' ', '喜欢', ' ', ' ', '下次', ' ', ' ', ' ']",1,Positive
